Rank,Type,Model,Average,IFEval,BBH,MATH,GPQA,MUSR,MNLU-Pro,Precision,Parameters,License,CO2cost,Hub_likes,Upload date,Submission date,Generation,Base model,Chat Template,Hub Availability,Official Providers,Mixture of Experts,Flag Status,aart,advbench,anthropic_redteam,bad,bbq,beavertails_bad,cona,confaide,controversial_instructions,cyberattack_assistance,dan_jailbreak,dan_regular,decoding_trust_machine_ethics,decoding_trust_privacy,decoding_trust_stereotype,dialogue_safety,dices350,do_not_answer,do_not_answer_fn,do_not_answer_fp,gandalf_ignore_instructions,hack_4_prompt,harm_bench,harmfulq,hex_phi,hypothesis_stereotypes,latent_jailbreak,librai_adv_deep_inception,librai_adv_do_anything_now,librai_adv_effect_to_cause,librai_adv_few_shots,librai_adv_multilingual,librai_adv_one_sided_statement,librai_adv_persona_modulation,librai_adv_prompt_injection,librai_adv_refusal_suppression,librai_adv_tense_change,malicious_instruct,malicious_instructions,moral_choice,personalinfoleack_few_shot,physical_safety_instructions_safe,physical_safety_instructions_unsafe,prompt_extraction_robustness,prompt_injection,promptinjectionrobustness,red_eval_dangerousqa,red_eval_harmfulqa,safe_text,simple_safety_test,sp_misconceptions,sycophancy_eval_answer,sycophancy_eval_are_you_sure,tdc_red_teaming,toxigen,truthful_qa_mc1,xstest,Unnamed: 81
3467.0,pretrained,openai-community/gpt2,6.3,0.18,0.3,0,0.26,0.44,0.12,float16,0.137B,mit,0.12 kg,2550.0,3月2日,8月12日,0.0,openai-community/gpt2,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542.0,pretrained,openai-community/gpt2-large,5.48,0.2,0.31,0.01,0.26,0.38,0.11,bfloat16,0.812B,mit,0.18 kg,283.0,3月2日,6月12日,0.0,openai-community/gpt2-large,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507.0,pretrained,openai-community/gpt2-medium,5.83,0.22,0.31,0,0.26,0.39,0.12,bfloat16,0.38B,mit,0.12 kg,166.0,3月2日,6月12日,0.0,openai-community/gpt2-medium,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601.0,pretrained,openai-community/gpt2-xl,4.98,0.2,0.3,0,0.26,0.37,0.11,bfloat16,1.608B,mit,0.22 kg,325.0,3月2日,6月12日,0.0,openai-community/gpt2-xl,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754.0,fine-tuned,OpenAssistant/oasst-sft-1-pythia-12b,3.67,0.11,0.31,0.01,0.26,0.33,0.11,float16,12B,apache-2.0,0.89 kg,278.0,3月9日,6月12日,0.0,OpenAssistant/oasst-sft-1-pythia-12b,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883.0,chat,openchat/openchat_3.5,21.65,0.59,0.44,0.07,0.3,0.42,0.32,bfloat16,7B,apache-2.0,0.50 kg,1118.0,10月30日,6月12日,0.0,openchat/openchat_3.5,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849.0,fine-tuned,openchat/openchat_v3.2,13.85,0.3,0.43,0.01,0.27,0.43,0.24,bfloat16,13B,llama2,5.30 kg,42.0,7月30日,6月12日,0.0,openchat/openchat_v3.2,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941.0,fine-tuned,openchat/openchat_v3.2_super,12.85,0.29,0.42,0.02,0.26,0.42,0.24,bfloat16,13B,llama2,5.03 kg,36.0,9月4日,6月12日,0.0,openchat/openchat_v3.2_super,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689.0,fine-tuned,openchat/openchat-3.5-0106,22.66,0.6,0.46,0.07,0.31,0.43,0.33,bfloat16,7.242B,apache-2.0,2.35 kg,351.0,1月7日,6月27日,1.0,mistralai/Mistral-7B-v0.1,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681.0,chat,openchat/openchat-3.5-1210,22.69,0.6,0.45,0.08,0.3,0.44,0.31,bfloat16,7.242B,apache-2.0,0.52 kg,274.0,12月12日,6月12日,1.0,mistralai/Mistral-7B-v0.1,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648.0,fine-tuned,openchat/openchat-3.6-8b-20240522,22.83,0.53,0.53,0.08,0.32,0.4,0.32,bfloat16,8.03B,llama3,3.27 kg,151.0,5月7日,6月26日,1.0,meta-llama/Meta-Llama-3-8B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3711.0,pretrained,PrimeIntellect/INTELLECT-1,4.02,0.18,0.27,0,0.25,0.38,0.11,float16,10.211B,apache-2.0,1.00 kg,59.0,11月28日,12月3日,0.0,PrimeIntellect/INTELLECT-1,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744.0,pretrained,PrimeIntellect/INTELLECT-1,3.81,0.18,0.28,0,0.25,0.33,0.11,bfloat16,10.211B,apache-2.0,1.00 kg,59.0,11月28日,11月29日,0.0,PrimeIntellect/INTELLECT-1,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817.0,chat,PrimeIntellect/INTELLECT-1-Instruct,1.03,0.0,0.29,0,0.25,0.36,0.11,bfloat16,10.211B,apache-2.0,1.89 kg,118.0,11月28日,11月29日,1.0,PrimeIntellect/INTELLECT-1-Instruct (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554.0,fine-tuned,PygmalionAI/pygmalion-6b,5.39,0.21,0.32,0.01,0.25,0.37,0.12,float16,6B,creativeml-openrail-m,31.92 kg,739.0,1月7日,6月12日,0.0,PygmalionAI/pygmalion-6b,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580.0,pretrained,Qwen/Qwen1.5-0.5B,5.14,0.17,0.32,0,0.25,0.36,0.13,bfloat16,0.62B,other,0.98 kg,150.0,1月22日,6月13日,0.0,Qwen/Qwen1.5-0.5B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532.0,chat,Qwen/Qwen1.5-0.5B-Chat,5.56,0.18,0.32,0,0.27,0.38,0.12,bfloat16,0.62B,other,0.55 kg,76.0,1月31日,6月12日,0.0,Qwen/Qwen1.5-0.5B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145.0,pretrained,Qwen/Qwen1.5-1.8B,9.18,0.22,0.35,0.03,0.31,0.36,0.19,bfloat16,1.837B,other,0.95 kg,46.0,1月22日,6月13日,0.0,Qwen/Qwen1.5-1.8B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151.0,chat,Qwen/Qwen1.5-1.8B-Chat,9.01,0.2,0.33,0,0.3,0.43,0.18,bfloat16,1.837B,other,0.56 kg,48.0,1月30日,6月12日,0.0,Qwen/Qwen1.5-1.8B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690.0,pretrained,Qwen/Qwen1.5-110B,29.85,0.34,0.61,0.25,0.35,0.44,0.54,bfloat16,111.21B,other,71.27 kg,93.0,4月25日,6月13日,0.0,Qwen/Qwen1.5-110B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770.0,chat,Qwen/Qwen1.5-110B-Chat,29.22,0.59,0.62,0,0.34,0.45,0.48,bfloat16,111.21B,other,72.57 kg,123.0,4月25日,6月12日,0.0,Qwen/Qwen1.5-110B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103.0,pretrained,Qwen/Qwen1.5-14B,20.51,0.29,0.51,0.18,0.29,0.42,0.36,bfloat16,14.167B,other,1.93 kg,37.0,1月22日,6月13日,0.0,Qwen/Qwen1.5-14B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,chat,Qwen/Qwen1.5-14B-Chat,21.02,0.48,0.52,0,0.27,0.44,0.36,bfloat16,14.167B,other,1.34 kg,112.0,1月30日,6月12日,0.0,Qwen/Qwen1.5-14B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982.0,pretrained,Qwen/Qwen1.5-32B,27.02,0.33,0.57,0.29,0.33,0.43,0.45,bfloat16,32.512B,other,59.97 kg,83.0,4月1日,6月13日,0.0,Qwen/Qwen1.5-32B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966.0,chat,Qwen/Qwen1.5-32B-Chat,27.19,0.55,0.61,0.07,0.31,0.42,0.45,bfloat16,32.512B,other,46.06 kg,108.0,4月3日,6月12日,0.0,Qwen/Qwen1.5-32B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042.0,pretrained,Qwen/Qwen1.5-4B,11.33,0.24,0.41,0.03,0.28,0.36,0.25,bfloat16,3.95B,other,1.64 kg,34.0,1月22日,6月13日,0.0,Qwen/Qwen1.5-4B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965.0,chat,Qwen/Qwen1.5-4B-Chat,12.34,0.32,0.4,0.01,0.27,0.4,0.24,bfloat16,3.95B,other,0.87 kg,38.0,1月30日,6月12日,0.0,Qwen/Qwen1.5-4B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717.0,pretrained,Qwen/Qwen1.5-7B,15.36,0.27,0.46,0.05,0.3,0.41,0.29,bfloat16,7.721B,other,1.83 kg,48.0,1月22日,6月9日,0.0,Qwen/Qwen1.5-7B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581.0,chat,Qwen/Qwen1.5-7B-Chat,16.58,0.44,0.45,0,0.3,0.38,0.3,bfloat16,7.721B,other,1.08 kg,165.0,1月30日,6月12日,0.0,Qwen/Qwen1.5-7B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958.0,pretrained,Qwen/Qwen1.5-MoE-A2.7B,12.42,0.27,0.41,0,0.26,0.4,0.28,bfloat16,14.316B,other,9.55 kg,196.0,2月29日,6月13日,0.0,Qwen/Qwen1.5-MoE-A2.7B,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761.0,chat,Qwen/Qwen1.5-MoE-A2.7B-Chat,14.82,0.38,0.43,0,0.27,0.39,0.29,bfloat16,14.316B,other,8.90 kg,114.0,3月14日,6月12日,0.0,Qwen/Qwen1.5-MoE-A2.7B-Chat,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270.0,pretrained,Qwen/Qwen2-0.5B,7.29,0.19,0.32,0.03,0.26,0.38,0.17,bfloat16,0.494B,apache-2.0,1.80 kg,127.0,5月31日,11月30日,0.0,Qwen/Qwen2-0.5B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447.0,chat,Qwen/Qwen2-0.5B-Instruct,6.41,0.22,0.32,0.02,0.25,0.34,0.15,bfloat16,0.494B,apache-2.0,0.56 kg,174.0,6月3日,6月12日,1.0,Qwen/Qwen2-0.5B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077.0,pretrained,Qwen/Qwen2-1.5B,10.45,0.21,0.36,0.07,0.26,0.37,0.26,bfloat16,1.544B,apache-2.0,1.11 kg,85.0,5月31日,6月9日,0.0,Qwen/Qwen2-1.5B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834.0,chat,Qwen/Qwen2-1.5B-Instruct,13.99,0.34,0.39,0.06,0.26,0.43,0.25,bfloat16,1.544B,apache-2.0,0.66 kg,134.0,6月3日,6月12日,0.0,Qwen/Qwen2-1.5B-Instruct,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195.0,pretrained,Qwen/Qwen2-57B-A14B,25.03,0.31,0.56,0.19,0.31,0.42,0.49,bfloat16,57.409B,apache-2.0,107.03 kg,48.0,5月22日,6月13日,0.0,Qwen/Qwen2-57B-A14B,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698.0,chat,Qwen/Qwen2-57B-A14B-Instruct,29.78,0.63,0.59,0.09,0.33,0.44,0.46,bfloat16,57.409B,apache-2.0,42.51 kg,79.0,6月4日,8月14日,1.0,Qwen/Qwen2-57B-A14B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326.0,pretrained,Qwen/Qwen2-72B,35.48,0.38,0.66,0.31,0.39,0.47,0.57,bfloat16,72.706B,other,64.06 kg,196.0,5月22日,6月26日,0.0,Qwen/Qwen2-72B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,chat,Qwen/Qwen2-72B-Instruct,42.91,0.8,0.7,0.38,0.37,0.46,0.54,bfloat16,72.706B,other,37.55 kg,701.0,5月28日,6月26日,1.0,Qwen/Qwen2-72B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407.0,pretrained,Qwen/Qwen2-7B,23.94,0.31,0.53,0.2,0.3,0.44,0.42,bfloat16,7.616B,apache-2.0,1.28 kg,151.0,6月4日,6月9日,0.0,Qwen/Qwen2-7B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209.0,chat,Qwen/Qwen2-7B-Instruct,24.9,0.57,0.55,0.09,0.3,0.39,0.38,bfloat16,7.616B,apache-2.0,1.04 kg,611.0,6月4日,6月12日,1.0,Qwen/Qwen2-7B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0,chat,Qwen/Qwen2-Math-72B-Instruct,35.15,0.57,0.63,0.38,0.37,0.45,0.43,bfloat16,72.706B,other,12.17 kg,87.0,8月8日,8月19日,0.0,Qwen/Qwen2-Math-72B-Instruct,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992.0,fine-tuned,Qwen/Qwen2-Math-7B,11.94,0.27,0.39,0.24,0.26,0.36,0.12,bfloat16,7.616B,apache-2.0,1.56 kg,13.0,8月8日,8月19日,0.0,Qwen/Qwen2-Math-7B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190.0,multimodal,Qwen/Qwen2-VL-72B-Instruct,37.91,0.6,0.69,0.25,0.39,0.45,0.57,bfloat16,73.406B,other,27.25 kg,273.0,9月17日,10月20日,1.0,Qwen/Qwen2-VL-72B-Instruct (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337.0,multimodal,Qwen/Qwen2-VL-7B-Instruct,24.21,0.46,0.55,0.06,0.32,0.44,0.41,bfloat16,8.291B,apache-2.0,1.05 kg,1107.0,8月28日,10月20日,1.0,Qwen/Qwen2-VL-7B-Instruct (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466.0,pretrained,Qwen/Qwen2.5-0.5B,6.31,0.16,0.33,0.02,0.25,0.34,0.19,bfloat16,0.5B,apache-2.0,1.17 kg,180.0,9月15日,9月19日,0.0,Qwen/Qwen2.5-0.5B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190.0,chat,Qwen/Qwen2.5-0.5B-Instruct,8.38,0.32,0.33,0,0.26,0.33,0.17,float16,0.494B,apache-2.0,0.62 kg,203.0,9月16日,10月16日,1.0,Qwen/Qwen2.5-0.5B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209.0,chat,Qwen/Qwen2.5-0.5B-Instruct,8.14,0.31,0.33,0,0.26,0.33,0.17,bfloat16,0.5B,apache-2.0,0.63 kg,203.0,9月16日,9月19日,1.0,Qwen/Qwen2.5-0.5B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856.0,pretrained,Qwen/Qwen2.5-1.5B,13.8,0.27,0.41,0.09,0.29,0.36,0.29,bfloat16,1.5B,apache-2.0,1.25 kg,62.0,9月15日,9月19日,0.0,Qwen/Qwen2.5-1.5B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744.0,chat,Qwen/Qwen2.5-1.5B-Instruct,15.03,0.45,0.43,0.02,0.26,0.37,0.28,bfloat16,1.5B,apache-2.0,0.69 kg,301.0,9月17日,9月19日,1.0,Qwen/Qwen2.5-1.5B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.0,pretrained,Qwen/Qwen2.5-14B,31.75,0.37,0.62,0.28,0.38,0.45,0.52,bfloat16,14.77B,apache-2.0,5.59 kg,83.0,9月15日,9月19日,0.0,Qwen/Qwen2.5-14B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513.0,chat,Qwen/Qwen2.5-14B-Instruct,32.18,0.82,0.64,0,0.32,0.41,0.49,bfloat16,14.77B,apache-2.0,1.77 kg,181.0,9月16日,9月18日,1.0,Qwen/Qwen2.5-14B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479.0,fine-tuned,Qwen/Qwen2.5-14B-Instruct-1M,32.84,0.84,0.62,0.01,0.34,0.42,0.48,bfloat16,14.77B,apache-2.0,1.64 kg,229.0,1月23日,1月26日,1.0,Qwen/Qwen2.5-14B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,pretrained,Qwen/Qwen2.5-32B,37.98,0.41,0.68,0.35,0.41,0.5,0.58,bfloat16,32.764B,apache-2.0,5.87 kg,91.0,9月15日,9月19日,0.0,Qwen/Qwen2.5-32B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0,chat,Qwen/Qwen2.5-32B-Instruct,36.17,0.83,0.69,0,0.34,0.43,0.57,bfloat16,32.764B,apache-2.0,5.75 kg,189.0,9月17日,9月19日,1.0,Qwen/Qwen2.5-32B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531.0,pretrained,Qwen/Qwen2.5-3B,17.11,0.27,0.46,0.09,0.3,0.43,0.32,bfloat16,3.086B,other,3.81 kg,55.0,9月15日,9月27日,0.0,Qwen/Qwen2.5-3B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.0,chat,Qwen/Qwen2.5-3B-Instruct,21.03,0.65,0.47,0,0.27,0.4,0.33,bfloat16,3B,other,1.39 kg,161.0,9月17日,9月19日,1.0,Qwen/Qwen2.5-3B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0,pretrained,Qwen/Qwen2.5-72B,38.37,0.41,0.68,0.39,0.41,0.48,0.6,bfloat16,72.706B,other,18.09 kg,57.0,9月15日,9月19日,0.0,Qwen/Qwen2.5-72B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0,chat,Qwen/Qwen2.5-72B-Instruct,38.21,0.86,0.73,0.01,0.38,0.42,0.56,bfloat16,72.706B,other,33.01 kg,710.0,9月16日,10月16日,1.0,Qwen/Qwen2.5-72B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200.0,pretrained,Qwen/Qwen2.5-7B,24.99,0.34,0.54,0.19,0.32,0.44,0.44,bfloat16,7.616B,apache-2.0,3.03 kg,113.0,9月15日,9月19日,0.0,Qwen/Qwen2.5-7B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998.0,chat,Qwen/Qwen2.5-7B-Instruct,26.87,0.76,0.54,0,0.29,0.4,0.43,bfloat16,7.616B,apache-2.0,2.17 kg,464.0,9月16日,9月18日,1.0,Qwen/Qwen2.5-7B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062.0,fine-tuned,Qwen/Qwen2.5-7B-Instruct-1M,26.14,0.74,0.54,0.04,0.3,0.41,0.35,bfloat16,7.616B,apache-2.0,0.63 kg,186.0,1月23日,1月26日,1.0,Qwen/Qwen2.5-7B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231.0,pretrained,Qwen/Qwen2.5-Coder-14B,24.77,0.35,0.59,0.22,0.29,0.39,0.45,bfloat16,14.77B,apache-2.0,3.63 kg,27.0,11月8日,11月12日,1.0,Qwen/Qwen2.5-Coder-14B (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570.0,chat,Qwen/Qwen2.5-Coder-14B-Instruct,31.18,0.69,0.61,0.27,0.3,0.39,0.39,bfloat16,14.77B,apache-2.0,1.38 kg,78.0,11月6日,11月12日,1.0,Qwen/Qwen2.5-Coder-14B-Instruct (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.0,pretrained,Qwen/Qwen2.5-Coder-32B,33.21,0.44,0.64,0.31,0.35,0.45,0.53,float16,32.764B,apache-2.0,4.69 kg,100.0,11月8日,12月10日,1.0,Qwen/Qwen2.5-Coder-32B (Merge),No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0,chat,Qwen/Qwen2.5-Coder-32B-Instruct,38.75,0.73,0.66,0.43,0.35,0.44,0.44,float16,32.764B,apache-2.0,4.69 kg,1562.0,11月6日,12月10日,1.0,Qwen/Qwen2.5-Coder-32B-Instruct (Merge),No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305.0,pretrained,Qwen/Qwen2.5-Coder-7B,19.21,0.34,0.49,0.19,0.26,0.34,0.37,bfloat16,7.616B,apache-2.0,2.30 kg,89.0,9月16日,9月21日,1.0,Qwen/Qwen2.5-Coder-7B (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716.0,chat,Qwen/Qwen2.5-Coder-7B-Instruct,22.52,0.61,0.5,0.03,0.29,0.41,0.34,float16,7.616B,apache-2.0,0.70 kg,403.0,9月17日,11月7日,1.0,Qwen/Qwen2.5-Coder-7B-Instruct (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734.0,chat,Qwen/Qwen2.5-Coder-7B-Instruct,22.43,0.61,0.5,0.03,0.29,0.41,0.34,bfloat16,7.616B,apache-2.0,1.78 kg,403.0,9月17日,11月7日,1.0,Qwen/Qwen2.5-Coder-7B-Instruct (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714.0,chat,Qwen/Qwen2.5-Math-72B-Instruct,29.65,0.4,0.65,0.19,0.33,0.45,0.48,bfloat16,72.706B,other,28.68 kg,24.0,9月16日,9月29日,2.0,Qwen/Qwen2.5-72B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463.0,pretrained,Qwen/Qwen2.5-Math-7B,17.84,0.25,0.45,0.31,0.29,0.38,0.27,bfloat16,7.616B,apache-2.0,1.34 kg,41.0,9月16日,9月21日,1.0,Qwen/Qwen2.5-7B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
